sido_code,sigungu_code,emd_code,week_type,FRIN_CG
31000,31030,3103052,weekday,27.52
31000,31030,3103055,weekday,57.33
31000,31030,3103056,weekday,70.41
31000,31030,3103057,weekday,62.41
31000,31030,3103058,weekday,61.48
31000,31030,3103059,weekday,56.13
31000,31030,3103060,weekday,61.98
31000,31030,3103064,weekday,37.87
31000,31030,3103065,weekday,37.15
31000,31030,3103067,weekday,58.62
31000,31030,3103068,weekday,81.12
31000,31030,3103069,weekday,58.62
31000,31030,3103070,weekday,46.03
31000,31030,3103071,weekday,32.45
31000,31041,3104151,weekday,45.95
31000,31041,3104152,weekday,68.29
31000,31041,3104153,weekday,74.62
31000,31041,3104154,weekday,67.08
31000,31041,3104155,weekday,54.69
31000,31041,3104156,weekday,44.91
31000,31041,3104157,weekday,51.93
31000,31041,3104158,weekday,52.67
31000,31041,3104159,weekday,67.26
31000,31041,3104160,weekday,68.78
31000,31041,3104161,weekday,53.41
31000,31041,3104162,weekday,44.35
31000,31041,3104163,weekday,40.97
31000,31041,3104164,weekday,50.7
31000,31042,3104251,weekday,81.56
31000,31042,3104252,weekday,92.77
31000,31042,3104253,weekday,69.19
31000,31042,3104254,weekday,67.02
31000,31042,3104255,weekday,41.37
31000,31042,3104256,weekday,64.57
31000,31042,3104257,weekday,72.61
31000,31042,3104258,weekday,36.03
31000,31042,3104259,weekday,69.46
31000,31042,3104260,weekday,35.5
31000,31042,3104261,weekday,58.89
31000,31042,3104262,weekday,80.18
31000,31042,3104263,weekday,71.15
31000,31042,3104264,weekday,83.99
31000,31042,3104265,weekday,52.1
31000,31042,3104266,weekday,80.82
31000,31042,3104267,weekday,61.08
31000,31050,3105087,weekday,62.88
31000,31050,3105088,weekday,49.95
31000,31050,3105089,weekday,44.86
31000,31050,3105090,weekday,44.62
31000,31050,3105091,weekday,73.04
31000,31050,3105092,weekday,85.74
31000,31050,3105093,weekday,66.77
31000,31050,3105094,weekday,46.68
31000,31050,3105095,weekday,52.77
31000,31050,3105096,weekday,59.44
31000,31060,3106051,weekday,49.05
31000,31060,3106052,weekday,74.27
31000,31060,3106053,weekday,56.38
31000,31060,3106054,weekday,70.04
31000,31060,3106055,weekday,67.04
31000,31060,3106056,weekday,27.11
31000,31060,3106057,weekday,39.14
31000,31060,3106058,weekday,46.43
31000,31060,3106059,weekday,44.53
31000,31060,3106060,weekday,40.66
31000,31060,3106061,weekday,64.7
31000,31060,3106062,weekday,19.78
31000,31060,3106063,weekday,40.4
31000,31060,3106064,weekday,58.09
31000,31060,3106065,weekday,37.76
31000,31060,3106066,weekday,49.42
31000,31060,3106067,weekday,51.16
31000,31060,3106068,weekday,47.83
31000,31070,3107011,weekday,37.26
31000,31070,3107012,weekday,50.33
31000,31070,3107013,weekday,35.5
31000,31070,3107014,weekday,45.48
31000,31070,3107031,weekday,58.93
31000,31070,3107032,weekday,39.74
31000,31070,3107033,weekday,43.38
31000,31070,3107034,weekday,36.04
31000,31070,3107037,weekday,55.36
31000,31070,3107051,weekday,64.52
31000,31070,3107052,weekday,61.57
31000,31070,3107053,weekday,50.16
31000,31070,3107055,weekday,73.54
31000,31070,3107056,weekday,64.34
31000,31070,3107057,weekday,50.06
31000,31070,3107058,weekday,58.15
31000,31070,3107059,weekday,59.2
31000,31070,3107060,weekday,22.99
31000,31070,3107061,weekday,67.1
31000,31070,3107062,weekday,39.58
31000,31070,3107064,weekday,51.95
31000,31070,3107065,weekday,67.76
31000,31070,3107066,weekday,41.09
31000,31080,3108051,weekday,68.85
31000,31080,3108052,weekday,55.22
31000,31080,3108053,weekday,40.57
31000,31080,3108055,weekday,56.89
31000,31080,3108056,weekday,55
31000,31080,3108058,weekday,54.09
31000,31080,3108060,weekday,38.57
31000,31080,3108061,weekday,52.73
31000,31091,3109151,weekday,80.88
31000,31091,3109154,weekday,20.42
31000,31091,3109155,weekday,60.39
31000,31091,3109156,weekday,37.93
31000,31091,3109157,weekday,68.03
31000,31091,3109158,weekday,59.02
31000,31091,3109162,weekday,56.49
31000,31091,3109171,weekday,68.17
31000,31091,3109173,weekday,74.28
31000,31091,3109174,weekday,63.18
31000,31091,3109176,weekday,41.46
31000,31091,3109177,weekday,34.37
31000,31091,3109178,weekday,29.38
31000,31092,3109259,weekday,38.91
31000,31092,3109266,weekday,43.18
31000,31092,3109268,weekday,46
31000,31092,3109269,weekday,66.62
31000,31092,3109270,weekday,60.28
31000,31092,3109272,weekday,38.17
31000,31092,3109273,weekday,45.61
31000,31092,3109274,weekday,60.76
31000,31092,3109275,weekday,65.38
31000,31092,3109276,weekday,70.04
31000,31092,3109277,weekday,33.7
31000,31092,3109278,weekday,70.49
31000,31101,3110151,weekday,49.43
31000,31101,3110152,weekday,53.18
31000,31101,3110153,weekday,31.81
31000,31101,3110154,weekday,48.59
31000,31101,3110155,weekday,77.02
31000,31101,3110156,weekday,59.92
31000,31101,3110158,weekday,25.12
31000,31101,3110159,weekday,69.59
31000,31101,3110160,weekday,85.8
31000,31101,3110161,weekday,41.09
31000,31101,3110162,weekday,56.93
31000,31101,3110163,weekday,37.83
31000,31101,3110164,weekday,43.21
31000,31101,3110165,weekday,47.3
31000,31101,3110166,weekday,29.22
31000,31101,3110167,weekday,21.61
31000,31101,3110168,weekday,48.89
31000,31101,3110169,weekday,26.24
31000,31101,3110170,weekday,66.18
31000,31103,3110351,weekday,54.07
31000,31103,3110352,weekday,66.32
31000,31103,3110353,weekday,38.18
31000,31103,3110354,weekday,42.86
31000,31103,3110355,weekday,32.58
31000,31103,3110356,weekday,35.56
31000,31103,3110357,weekday,36.17
31000,31103,3110358,weekday,25.28
31000,31103,3110359,weekday,33.44
31000,31103,3110360,weekday,48.51
31000,31103,3110361,weekday,40.58
31000,31104,3110451,weekday,76.02
31000,31104,3110452,weekday,78.07
31000,31104,3110453,weekday,34.85
31000,31104,3110454,weekday,49.04
31000,31104,3110455,weekday,33.16
31000,31104,3110456,weekday,38.71
31000,31104,3110457,weekday,50.79
31000,31104,3110458,weekday,27.57
31000,31104,3110459,weekday,36.92
31000,31110,3111051,weekday,29.14
31000,31110,3111052,weekday,66.2
31000,31110,3111053,weekday,42.72
31000,31110,3111054,weekday,72.57
31000,31110,3111055,weekday,65.06
31000,31110,3111056,weekday,72.78
31000,31120,3112051,weekday,54.52
31000,31120,3112052,weekday,72.76
31000,31120,3112053,weekday,78.03
31000,31120,3112054,weekday,64.02
31000,31120,3112055,weekday,59.74
31000,31120,3112056,weekday,65.11
31000,31120,3112057,weekday,57.63
31000,31120,3112058,weekday,51.32
31000,31130,3113011,weekday,55.79
31000,31130,3113012,weekday,45.58
31000,31130,3113013,weekday,50.5
31000,31130,3113014,weekday,55.39
31000,31130,3113015,weekday,58.69
31000,31130,3113016,weekday,36.85
31000,31130,3113031,weekday,36.09
31000,31130,3113034,weekday,73.21
31000,31130,3113035,weekday,67.76
31000,31130,3113051,weekday,41.54
31000,31130,3113052,weekday,43.86
31000,31130,3113053,weekday,24.06
31000,31130,3113054,weekday,46.71
31000,31130,3113057,weekday,39.14
31000,31130,3113058,weekday,59.61
31000,31130,3113059,weekday,50.44
31000,31140,3114051,weekday,66.42
31000,31140,3114052,weekday,64.5
31000,31140,3114053,weekday,47.05
31000,31140,3114054,weekday,54.04
31000,31140,3114055,weekday,37.16
31000,31140,3114056,weekday,45.99
31000,31150,3115051,weekday,52.43
31000,31150,3115052,weekday,62.96
31000,31150,3115053,weekday,32.27
31000,31150,3115054,weekday,55.09
31000,31150,3115055,weekday,47.75
31000,31150,3115056,weekday,50.71
31000,31150,3115059,weekday,48.47
31000,31150,3115061,weekday,34.16
31000,31150,3115062,weekday,58.05
31000,31150,3115064,weekday,49.86
31000,31150,3115065,weekday,42.19
31000,31150,3115067,weekday,61.12
31000,31150,3115068,weekday,45.22
31000,31150,3115069,weekday,47.45
31000,31150,3115070,weekday,33.09
31000,31150,3115071,weekday,15.44
31000,31150,3115072,weekday,71.21
31000,31150,3115073,weekday,39.85
31000,31160,3116051,weekday,54.77
31000,31160,3116052,weekday,62.11
31000,31160,3116054,weekday,34.44
31000,31160,3116055,weekday,61.12
31000,31160,3116056,weekday,56.58
31000,31160,3116057,weekday,36.86
31000,31160,3116058,weekday,24.22
31000,31160,3116059,weekday,37.8
31000,31160,3116060,weekday,32.88
31000,31160,3116061,weekday,34.43
31000,31160,3116062,weekday,63.73
31000,31170,3117051,weekday,60.25
31000,31170,3117052,weekday,51.61
31000,31170,3117053,weekday,54.96
31000,31170,3117054,weekday,49.76
31000,31170,3117055,weekday,51.06
31000,31170,3117056,weekday,49.13
31000,31180,3118051,weekday,59.57
31000,31180,3118052,weekday,91.77
31000,31180,3118053,weekday,40.4
31000,31180,3118054,weekday,73.12
31000,31180,3118055,weekday,80.32
31000,31180,3118056,weekday,39.56
31000,31180,3118059,weekday,77.25
31000,31180,3118060,weekday,62.77
31000,31180,3118061,weekday,55.72
31000,31180,3118062,weekday,29.49
31000,31180,3118063,weekday,40.74
31000,31180,3118065,weekday,36.03
31000,31180,3118066,weekday,59.32
31000,31180,3118067,weekday,61.93
31000,31191,3119111,weekday,45.87
31000,31191,3119112,weekday,57.8
31000,31191,3119113,weekday,53.48
31000,31191,3119114,weekday,56.27
31000,31191,3119134,weekday,61.9
31000,31191,3119135,weekday,59.31
31000,31191,3119136,weekday,55.54
31000,31191,3119151,weekday,59.05
31000,31191,3119152,weekday,44.14
31000,31191,3119153,weekday,59.34
31000,31191,3119154,weekday,74.56
31000,31192,3119252,weekday,36.66
31000,31192,3119254,weekday,55.21
31000,31192,3119255,weekday,31.71
31000,31192,3119256,weekday,33.72
31000,31192,3119257,weekday,39.62
31000,31192,3119259,weekday,52.38
31000,31192,3119260,weekday,35.76
31000,31192,3119261,weekday,54.23
31000,31192,3119263,weekday,55.47
31000,31192,3119264,weekday,36.79
31000,31192,3119265,weekday,71.18
31000,31192,3119266,weekday,73.21
31000,31192,3119267,weekday,40.78
31000,31192,3119268,weekday,21.56
31000,31192,3119269,weekday,39.11
31000,31193,3119351,weekday,61.13
31000,31193,3119352,weekday,67.46
31000,31193,3119353,weekday,63.1
31000,31193,3119354,weekday,68.08
31000,31193,3119355,weekday,59.55
31000,31193,3119356,weekday,71.43
31000,31193,3119357,weekday,57.71
31000,31193,3119358,weekday,52.36
31000,31193,3119359,weekday,46.82
31000,31200,3120011,weekday,49.5
31000,31200,3120012,weekday,42.61
31000,31200,3120013,weekday,25.48
31000,31200,3120015,weekday,49.57
31000,31200,3120031,weekday,36.51
31000,31200,3120032,weekday,20.08
31000,31200,3120035,weekday,46.98
31000,31200,3120036,weekday,40.74
31000,31200,3120037,weekday,35.66
31000,31200,3120052,weekday,46.88
31000,31200,3120053,weekday,39.26
31000,31200,3120054,weekday,59.18
31000,31200,3120055,weekday,26.42
31000,31200,3120056,weekday,32.02
31000,31200,3120057,weekday,36.42
31000,31200,3120058,weekday,35.36
31000,31210,3121011,weekday,63.83
31000,31210,3121012,weekday,39.96
31000,31210,3121031,weekday,20.33
31000,31210,3121032,weekday,26.98
31000,31210,3121033,weekday,37.72
31000,31210,3121034,weekday,34.19
31000,31210,3121035,weekday,43.34
31000,31210,3121036,weekday,56.63
31000,31210,3121037,weekday,56.71
31000,31210,3121038,weekday,39.88
31000,31210,3121051,weekday,71.06
31000,31210,3121052,weekday,35.23
31000,31210,3121053,weekday,19.78
31000,31210,3121054,weekday,46.31
31000,31220,3122011,weekday,53.03
31000,31220,3122031,weekday,68.36
31000,31220,3122032,weekday,37.63
31000,31220,3122033,weekday,23.91
31000,31220,3122034,weekday,35.4
31000,31220,3122035,weekday,30
31000,31220,3122036,weekday,33.58
31000,31220,3122038,weekday,44.46
31000,31220,3122039,weekday,51.33
31000,31220,3122040,weekday,42.56
31000,31220,3122041,weekday,76.44
31000,31220,3122042,weekday,37.85
31000,31220,3122051,weekday,52.22
31000,31220,3122052,weekday,30.58
31000,31220,3122053,weekday,42.61
31000,31230,3123011,weekday,64.89
31000,31230,3123012,weekday,61.63
31000,31230,3123013,weekday,46.41
31000,31230,3123034,weekday,43.58
31000,31230,3123035,weekday,70.52
31000,31230,3123036,weekday,49.37
31000,31230,3123053,weekday,47.65
31000,31230,3123054,weekday,59.57
31000,31230,3123056,weekday,23.37
31000,31230,3123060,weekday,46.13
31000,31230,3123061,weekday,35.08
31000,31230,3123062,weekday,33.22
31000,31230,3123063,weekday,65.57
31000,31230,3123064,weekday,25.31
31000,31240,3124012,weekday,50.19
31000,31240,3124013,weekday,51.26
31000,31240,3124014,weekday,42.16
31000,31240,3124015,weekday,49.23
31000,31240,3124031,weekday,46.87
31000,31240,3124033,weekday,44.29
31000,31240,3124035,weekday,43.63
31000,31240,3124036,weekday,67.46
31000,31240,3124037,weekday,26.37
31000,31240,3124038,weekday,52.35
31000,31240,3124039,weekday,34.2
31000,31240,3124042,weekday,54.51
31000,31240,3124043,weekday,54.51
31000,31240,3124052,weekday,59.21
31000,31240,3124053,weekday,63.34
31000,31240,3124054,weekday,55.21
31000,31240,3124055,weekday,49.29
31000,31240,3124056,weekday,32.44
31000,31240,3124057,weekday,48.33
31000,31240,3124060,weekday,41.93
31000,31240,3124061,weekday,36.1
31000,31240,3124062,weekday,41.8
31000,31240,3124064,weekday,35.44
31000,31240,3124065,weekday,35.89
31000,31240,3124067,weekday,31.07
31000,31240,3124069,weekday,30.24
31000,31240,3124070,weekday,52.22
31000,31240,3124071,weekday,48.54
31000,31250,3125011,weekday,55.63
31000,31250,3125012,weekday,39.59
31000,31250,3125014,weekday,33.44
31000,31250,3125034,weekday,43.61
31000,31250,3125035,weekday,70.68
31000,31250,3125036,weekday,98.59
31000,31250,3125038,weekday,56.89
31000,31250,3125054,weekday,37.54
31000,31250,3125055,weekday,75.45
31000,31250,3125056,weekday,17.11
31000,31250,3125057,weekday,85.77
31000,31250,3125058,weekday,47.07
31000,31250,3125059,weekday,72.49
31000,31260,3126011,weekday,58.36
31000,31260,3126031,weekday,33.84
31000,31260,3126032,weekday,56.97
31000,31260,3126033,weekday,53.76
31000,31260,3126034,weekday,63.84
31000,31260,3126051,weekday,36.34
31000,31260,3126052,weekday,49.51
31000,31260,3126053,weekday,48.65
31000,31260,3126054,weekday,34.43
31000,31260,3126055,weekday,38.88
31000,31260,3126056,weekday,36.99
31000,31270,3127011,weekday,46.11
31000,31270,3127031,weekday,51.54
31000,31270,3127032,weekday,75.45
31000,31270,3127033,weekday,42.69
31000,31270,3127034,weekday,81.2
31000,31270,3127035,weekday,53.4
31000,31270,3127036,weekday,62.95
31000,31270,3127037,weekday,40.79
31000,31270,3127038,weekday,55.49
31000,31270,3127039,weekday,66.92
31000,31270,3127040,weekday,60.92
31000,31270,3127041,weekday,18.07
31000,31270,3127051,weekday,71.09
31000,31270,3127052,weekday,65.77
31000,31280,3128011,weekday,37.13
31000,31280,3128031,weekday,44.85
31000,31280,3128032,weekday,52.26
31000,31280,3128033,weekday,24.05
31000,31280,3128034,weekday,34.44
31000,31280,3128035,weekday,44.15
31000,31280,3128036,weekday,35.38
31000,31280,3128037,weekday,29.87
31000,31280,3128038,weekday,18.16
31000,31280,3128051,weekday,33.62
31000,31280,3128052,weekday,53.79
31000,31280,3128053,weekday,37.9
31000,31350,3135011,weekday,40.15
31000,31350,3135012,weekday,60.8
31000,31350,3135031,weekday,45.1
31000,31350,3135032,weekday,60.26
31000,31350,3135033,weekday,28.96
31000,31350,3135034,weekday,39.17
31000,31350,3135035,weekday,13.38
31000,31350,3135036,weekday,62.47
31000,31350,3135038,weekday,48.96
31000,31370,3137011,weekday,69.35
31000,31370,3137031,weekday,45.99
31000,31370,3137032,weekday,82.36
31000,31370,3137033,weekday,30.13
31000,31370,3137035,weekday,82.87
31000,31370,3137036,weekday,49.96
31000,31380,3138011,weekday,46.08
31000,31380,3138031,weekday,44.54
31000,31380,3138032,weekday,73.77
31000,31380,3138033,weekday,64.51
31000,31380,3138034,weekday,57.11
31000,31380,3138035,weekday,45.38
31000,31380,3138036,weekday,48.05
31000,31380,3138037,weekday,46.07
31000,31380,3138038,weekday,28.6
31000,31380,3138039,weekday,48.97
31000,31380,3138040,weekday,43.46
31000,31380,3138041,weekday,63.04
32000,32010,3201011,weekday,24.89
32000,32010,3201031,weekday,25.36
32000,32010,3201032,weekday,26.03
32000,32010,3201033,weekday,25.79
32000,32010,3201034,weekday,57.93
32000,32010,3201035,weekday,27.01
32000,32010,3201036,weekday,25.29
32000,32010,3201037,weekday,53.65
32000,32010,3201038,weekday,61.38
32000,32010,3201039,weekday,31.54
32000,32010,3201052,weekday,47.91
32000,32010,3201053,weekday,56.53
32000,32010,3201054,weekday,42.57
32000,32010,3201057,weekday,45.17
32000,32010,3201058,weekday,35.91
32000,32010,3201060,weekday,41.2
32000,32010,3201061,weekday,33.14
32000,32010,3201062,weekday,49.4
32000,32010,3201063,weekday,34.58
32000,32010,3201064,weekday,41.25
32000,32010,3201065,weekday,49.09
32000,32010,3201066,weekday,34.5
32000,32010,3201067,weekday,38.09
32000,32010,3201068,weekday,33.49
32000,32010,3201071,weekday,44.74
32000,32020,3202011,weekday,32.12
32000,32020,3202031,weekday,30.1
32000,32020,3202032,weekday,15.63
32000,32020,3202033,weekday,22.43
32000,32020,3202034,weekday,21.05
32000,32020,3202035,weekday,54.57
32000,32020,3202036,weekday,42.82
32000,32020,3202037,weekday,25.93
32000,32020,3202038,weekday,30.47
32000,32020,3202051,weekday,25.36
32000,32020,3202052,weekday,31.29
32000,32020,3202053,weekday,33.39
32000,32020,3202054,weekday,39.95
32000,32020,3202055,weekday,33.01
32000,32020,3202056,weekday,32.2
32000,32020,3202057,weekday,39.38
32000,32020,3202058,weekday,29.61
32000,32020,3202060,weekday,31.78
32000,32020,3202061,weekday,24.33
32000,32020,3202062,weekday,22.86
32000,32020,3202063,weekday,20.02
32000,32020,3202064,weekday,23.54
32000,32020,3202066,weekday,19.56
32000,32020,3202067,weekday,26.37
32000,32020,3202068,weekday,35.24
32000,32030,3203011,weekday,32.99
32000,32030,3203031,weekday,25.44
32000,32030,3203032,weekday,38.06
32000,32030,3203033,weekday,9.13
32000,32030,3203034,weekday,20.72
32000,32030,3203035,weekday,25
32000,32030,3203036,weekday,35.5
32000,32030,3203037,weekday,45.07
32000,32030,3203051,weekday,47.34
32000,32030,3203052,weekday,79.82
32000,32030,3203054,weekday,55.6
32000,32030,3203055,weekday,42.92
32000,32030,3203056,weekday,28.85
32000,32030,3203057,weekday,39.83
32000,32030,3203058,weekday,40.93
32000,32030,3203059,weekday,30.39
32000,32030,3203060,weekday,24.67
32000,32030,3203061,weekday,34.51
32000,32030,3203062,weekday,29.77
32000,32030,3203065,weekday,24.14
32000,32030,3203067,weekday,31.84
32000,32040,3204051,weekday,37.91
32000,32040,3204052,weekday,18.33
32000,32040,3204053,weekday,51.91
32000,32040,3204054,weekday,16.9
32000,32040,3204055,weekday,42.51
32000,32040,3204057,weekday,36.69
32000,32040,3204059,weekday,14.15
32000,32040,3204060,weekday,38.71
32000,32040,3204063,weekday,41.92
32000,32040,3204065,weekday,23.56
32000,32050,3205051,weekday,70.04
32000,32050,3205052,weekday,71.53
32000,32050,3205053,weekday,79.35
32000,32050,3205054,weekday,57.3
32000,32050,3205055,weekday,24.19
32000,32050,3205056,weekday,72.72
32000,32050,3205058,weekday,10.16
32000,32050,3205062,weekday,71.43
32000,32060,3206051,weekday,46.03
32000,32060,3206052,weekday,58.97
32000,32060,3206054,weekday,70.66
32000,32060,3206056,weekday,66.08
32000,32060,3206057,weekday,41.69
32000,32060,3206058,weekday,50.3
32000,32060,3206059,weekday,47.44
32000,32060,3206060,weekday,35.85
32000,32070,3207011,weekday,52.32
32000,32070,3207012,weekday,27.31
32000,32070,3207031,weekday,35.34
32000,32070,3207032,weekday,74.18
32000,32070,3207033,weekday,77.17
32000,32070,3207034,weekday,41.17
32000,32070,3207035,weekday,76.97
32000,32070,3207036,weekday,55.79
32000,32070,3207051,weekday,43.9
32000,32070,3207052,weekday,26.7
32000,32070,3207053,weekday,51.85
32000,32070,3207054,weekday,61.59
32000,32310,3231011,weekday,43.49
32000,32310,3231031,weekday,23.26
32000,32310,3231032,weekday,30.1
32000,32310,3231033,weekday,22.53
32000,32310,3231034,weekday,41.56
32000,32310,3231036,weekday,43.32
32000,32310,3231037,weekday,44.04
32000,32310,3231038,weekday,20.62
32000,32310,3231039,weekday,77.72
32000,32310,3231040,weekday,20.06
32000,32320,3232011,weekday,27.5
32000,32320,3232031,weekday,32.63
32000,32320,3232032,weekday,34.29
32000,32320,3232033,weekday,23.86
32000,32320,3232034,weekday,61.95
32000,32320,3232035,weekday,60.08
32000,32320,3232036,weekday,25.98
32000,32320,3232037,weekday,52.31
32000,32320,3232038,weekday,50.01
32000,32330,3233011,weekday,38.18
32000,32330,3233012,weekday,82.5
32000,32330,3233031,weekday,48.19
32000,32330,3233033,weekday,51.67
32000,32330,3233034,weekday,31.33
32000,32330,3233036,weekday,61.68
32000,32330,3233038,weekday,53.01
32000,32330,3233039,weekday,26.57
32000,32330,3233040,weekday,62.88
32000,32340,3234011,weekday,45.53
32000,32340,3234031,weekday,37.04
32000,32340,3234032,weekday,57.79
32000,32340,3234033,weekday,67.42
32000,32340,3234034,weekday,33.48
32000,32340,3234035,weekday,26.67
32000,32340,3234036,weekday,31.11
32000,32340,3234037,weekday,13.11
32000,32350,3235011,weekday,63.9
32000,32350,3235012,weekday,57.79
32000,32350,3235013,weekday,29.22
32000,32350,3235014,weekday,48.79
32000,32350,3235032,weekday,49.88
32000,32350,3235034,weekday,71.69
32000,32350,3235035,weekday,82.89
32000,32350,3235036,weekday,82.13
32000,32350,3235037,weekday,66.78
32000,32360,3236011,weekday,65.2
32000,32360,3236012,weekday,42.73
32000,32360,3236013,weekday,46.07
32000,32360,3236014,weekday,50.31
32000,32360,3236031,weekday,46.85
32000,32360,3236032,weekday,59.83
32000,32370,3237011,weekday,53.8
32000,32370,3237031,weekday,53.74
32000,32370,3237032,weekday,57.79
32000,32370,3237033,weekday,72.94
32000,32370,3237034,weekday,74.56
32000,32380,3238011,weekday,51.18
32000,32380,3238032,weekday,50.13
32000,32380,3238033,weekday,48.28
32000,32380,3238034,weekday,80.41
32000,32380,3238035,weekday,59.28
32000,32390,3239011,weekday,56
32000,32390,3239031,weekday,35.46
32000,32390,3239032,weekday,52.71
32000,32390,3239033,weekday,24.3
32000,32390,3239034,weekday,75.17
32000,32390,3239035,weekday,24.43
32000,32400,3240011,weekday,77.78
32000,32400,3240012,weekday,43.59
32000,32400,3240031,weekday,45.32
32000,32400,3240032,weekday,62.97
32000,32400,3240033,weekday,37.5
32000,32410,3241011,weekday,47.11
32000,32410,3241031,weekday,31.94
32000,32410,3241032,weekday,23.74
32000,32410,3241033,weekday,36.55
32000,32410,3241034,weekday,34.09
32000,32410,3241035,weekday,46.24
33000,33020,3302011,weekday,39.72
33000,33020,3302031,weekday,57.89
33000,33020,3302032,weekday,41.72
33000,33020,3302034,weekday,21.56
33000,33020,3302035,weekday,23.19
33000,33020,3302036,weekday,21.61
33000,33020,3302038,weekday,26.71
33000,33020,3302039,weekday,58.89
33000,33020,3302040,weekday,29.09
33000,33020,3302041,weekday,20.21
33000,33020,3302042,weekday,18.02
33000,33020,3302043,weekday,32.96
33000,33020,3302044,weekday,20.83
33000,33020,3302051,weekday,49.69
33000,33020,3302053,weekday,43.28
33000,33020,3302054,weekday,32.61
33000,33020,3302055,weekday,51.6
33000,33020,3302056,weekday,44.09
33000,33020,3302057,weekday,31.97
33000,33020,3302058,weekday,26.3
33000,33020,3302060,weekday,41.12
33000,33020,3302061,weekday,53.36
33000,33020,3302062,weekday,54.32
33000,33020,3302063,weekday,38.42
33000,33020,3302064,weekday,32.19
33000,33030,3303011,weekday,28.86
33000,33030,3303031,weekday,25.78
33000,33030,3303032,weekday,46.22
33000,33030,3303033,weekday,61.15
33000,33030,3303034,weekday,79.88
33000,33030,3303035,weekday,80.89
33000,33030,3303036,weekday,32.98
33000,33030,3303037,weekday,30.6
33000,33030,3303051,weekday,54.58
33000,33030,3303056,weekday,11.98
33000,33030,3303059,weekday,29.83
33000,33030,3303060,weekday,33.9
33000,33030,3303070,weekday,61.99
33000,33030,3303071,weekday,25.17
33000,33030,3303072,weekday,40.93
33000,33030,3303073,weekday,24.84
33000,33030,3303074,weekday,49.7
33000,33041,3304131,weekday,31.12
33000,33041,3304132,weekday,50.66
33000,33041,3304133,weekday,32.26
33000,33041,3304134,weekday,50.12
33000,33041,3304135,weekday,24.56
33000,33041,3304151,weekday,64.92
33000,33041,3304152,weekday,69.08
33000,33041,3304153,weekday,64.37
33000,33041,3304154,weekday,73
33000,33041,3304155,weekday,63.52
33000,33041,3304156,weekday,31.63
33000,33041,3304157,weekday,44.68
33000,33041,3304158,weekday,38.59
33000,33042,3304231,weekday,33.08
33000,33042,3304232,weekday,38.05
33000,33042,3304251,weekday,57.39
33000,33042,3304252,weekday,47.82
33000,33042,3304253,weekday,75.99
33000,33042,3304254,weekday,72.3
33000,33042,3304255,weekday,42.28
33000,33042,3304256,weekday,50.83
33000,33042,3304257,weekday,71.49
33000,33042,3304258,weekday,54.03
33000,33042,3304259,weekday,52.67
33000,33043,3304311,weekday,34.87
33000,33043,3304331,weekday,51.32
33000,33043,3304332,weekday,27.24
33000,33043,3304351,weekday,32.85
33000,33043,3304352,weekday,70.98
33000,33043,3304353,weekday,71.3
33000,33043,3304354,weekday,54.67
33000,33043,3304355,weekday,31.86
33000,33043,3304356,weekday,39.47
33000,33043,3304357,weekday,51.14
33000,33043,3304358,weekday,27.65
33000,33044,3304411,weekday,35.13
33000,33044,3304412,weekday,37.96
33000,33044,3304431,weekday,43.62
33000,33044,3304451,weekday,43.48
33000,33044,3304452,weekday,45.27
33000,33044,3304453,weekday,34.21
33000,33044,3304454,weekday,70.43
33000,33044,3304455,weekday,52.28
33000,33320,3332011,weekday,37.23
33000,33320,3332031,weekday,40.91
33000,33320,3332032,weekday,30.9
33000,33320,3332033,weekday,20.41
33000,33320,3332034,weekday,22.29
33000,33320,3332035,weekday,68.58
33000,33320,3332036,weekday,25.26
33000,33320,3332037,weekday,90.7
33000,33320,3332038,weekday,33.31
33000,33320,3332039,weekday,19.93
33000,33320,3332040,weekday,39.16
33000,33330,3333011,weekday,41.08
33000,33330,3333031,weekday,35.31
33000,33330,3333032,weekday,82.31
33000,33330,3333033,weekday,52.54
33000,33330,3333034,weekday,47.34
33000,33330,3333035,weekday,76.97
33000,33330,3333036,weekday,52.07
33000,33330,3333037,weekday,34.21
33000,33330,3333038,weekday,35.32
33000,33340,3334011,weekday,49.17
33000,33340,3334031,weekday,20.56
33000,33340,3334032,weekday,19.03
33000,33340,3334033,weekday,16.28
33000,33340,3334034,weekday,64.82
33000,33340,3334035,weekday,64.66
33000,33340,3334036,weekday,27.22
33000,33340,3334038,weekday,37.26
33000,33340,3334039,weekday,56.24
33000,33340,3334040,weekday,53.22
33000,33350,3335011,weekday,56.44
33000,33350,3335012,weekday,28.52
33000,33350,3335032,weekday,38.04
33000,33350,3335033,weekday,41.12
33000,33350,3335034,weekday,73.53
33000,33350,3335035,weekday,33.79
33000,33350,3335036,weekday,25.5
33000,33360,3336011,weekday,36.85
33000,33360,3336031,weekday,76.55
33000,33360,3336032,weekday,27.78
33000,33360,3336033,weekday,23.7
33000,33360,3336034,weekday,23.67
33000,33360,3336035,weekday,33.06
33000,33360,3336036,weekday,56.62
33000,33360,3336037,weekday,39.02
33000,33360,3336038,weekday,25.55
33000,33360,3336039,weekday,55.09
33000,33360,3336040,weekday,58.14
33000,33370,3337011,weekday,35.59
33000,33370,3337012,weekday,38.52
33000,33370,3337031,weekday,47.78
33000,33370,3337032,weekday,60.47
